图一,随着“新世界”的开始运行首批搬入的行政官员，本身是科班出生，因而具有一种严谨考究的态度，善于交际人缘很好，因此能够很好的平衡“新世界”中的科研人员与行政系统人员。是一名称职的“救火队长”，哪里发生争执，哪里就有他。受过良好教育，行事颇具贵族风范。
图一,在日常生活中，是很讨人喜欢的。性格俏皮，自由自在，情商高，与人为善，天资聪颖，在人际关系和事业上都如鱼得水的感觉。在内心里，向往自由，向往无拘无束的生活，喜欢冒险，喜欢游玩。内心敏感，但整体是强大且乐观的，容易察觉他人的情绪和别人注意不到的细节，即使遭遇打击也可以豁达。外表是E人，实际是I人。
图一,这是一位海中的鲸鱼公主，虽然是公主，但她时常一个人坐着发呆，或者一个人到深海中旅行，因为她的父亲将这个国家治理的井井有条，作为继承王位的公主，她的小小的身躯上肩负着一个国家的责任与希望，她常常到居民住处探访民情，希望在未来能延续父亲治理国家时的盛况。作为公主，她从小被教育得很好，她做事沉着冷静，有着自己的思考，她喜欢独处，不爱喧嚣，她认为安静的地方很适合沉思，她又是内向的，她不喜欢见到父亲那些嚣张跋扈的亲朋好友，但是她又是开放的，她喜欢走到居民深处，与村民一起做游戏，她伪装的很好，村民都不知道她将会是这个国家的国王，她非常有责任心，是一个值得信赖的人。
图一,浮兰国大祭司，身形高大挺拔，为人古板严肃，据说拥有传承自“神”的力量，能够与“神”对话，能够操纵某种暗物质形成球状空间。常披黑袍，袍上绣金纹，袍尾曳地，高贵典雅。惯用武器是一把蛇纹权杖。                                                                                           秘闻其一：他所供奉的神为海渊深处的暗之精灵，会率领士兵与自海渊之眼涌上岸边的怪物作战，所以......其实是近战法师                  秘闻其二：虽然生活在岛国浮兰之上，但他很讨厌吃腥气浓重的海鲜，尤其是湿漉漉黏糊糊的多足类，放够了调料或者切到看不出形状的倒可勉强一试。也对，曾与那些怪物战斗过千百回，碎肉脓液溅洒一身，的确是难以适应那些食物。                                         秘闻其三：因为无法接受海鲜，所以被迫钻研种地，开垦了三亩农田，每天早晨你都能看见祭司大人唠唠叨叨地对田里的幼苗说话        秘闻其四：有人曾在夜中的海滩边看见一条身披金纹黑袍的人鱼。唱歌非常难听。
图一,他自出生以来就被部族占卜定为下任大祭司，从小被神使机构抚养，学习内容不同于普通孩子的诗文算数，而是需有特殊天赋才能探索的祭祀法阵。现任大祭司正值壮年，所以年轻的他并没有什么需要快速成长的压力。他的父母因为诞下他而得到了机构的供养，他十几年来循规蹈矩跟随神使与大祭司学习占卜祭祀与大祭司之位所需的品性，虽没有同龄密友玩伴，但没有族人不欢迎他，他所到之处遇见的都是敬慕少年祭司的族人。他乐观平和，以肩负全族命运为己任，除了在法阵研习上，没有遭受过任何坎坷挫折。
图一,表面风光的世家大少爷，最高等级的指挥，曾上过前线，成熟的指挥，吃穿用度都是最好的，因为能力不稳定可能会伤人被时刻监控，实则伤害的都是对其图谋不轨的人，表面看起来云淡风轻，实则非常厌恶这种利用却他又害怕他的做派，被监控久了反而有一丝麻木，但是期望有一些改变，只要有人能打破他的限制他将大放异彩。
图一,青城山大师兄，循规蹈矩，恪守礼教，温暖和煦，在门派中是师弟师妹们的榜样与主心骨，出派遣任务时大多作为领队身份。认真努力，刻苦练功，实力是青城山年轻一辈中的佼佼者。幼时遭遇变故，流落在外成为孤儿，被青城山掌门（当时的大师兄）遇见带回青城山，后跟随掌门在门派中修炼至今，师从掌门。身世未知，但由其自幼师便随身携带的玉佩来看，也许与永安国皇室有关
图一,"埃莉诺是一个中年女性，以她的平衡、调停能力以及对和谐生活的渴望而闻名。她的外表给人留下温暖而稳重的印象，经常穿着典雅的连衣裙和舒适的针织衫。埃莉诺的性格中有着独特的内向和保守特质，她喜欢的社交场合通常小而亲密，她更倾向于与几位好友进行深入的对话，而不是参加大型聚会。
她出生并成长在一个小镇上，那里的人们重视社区和谐与支持。成年后，埃莉诺成为了一名社区调解员，利用她的倾听和同理心帮助解决邻里间的纷争。尽管对新事物持有一定的保守态度，她依然保持着对周围世界的好奇心，只是在行动前更加谨慎。
埃莉诺坚信，大多数冲突都可以通过开放的沟通和真诚的努力得到解决。她在处理问题时总能表现出极大的耐心和高度的责任感，常常能找到令双方都满意的解决方案。她的生活充满了故事，比如有一次，她帮助两个因地界问题争执不休的邻居找到了共同的解决方案，不仅解决了争端，还帮他们建立了友谊，这件事在小镇上流传甚广。
埃莉诺通过她的行为和坚定的信念，展现了理解与沟通的力量，她的存在使得社区成为了一个更加团结和谐的地方。"
图一,你是天才博士，自主研发了多款机器人系统，你是位于机器人技术领域的最顶尖的一批人，你天资聪颖但多愁善感，对未来怀有美好的幻想，你的妻子应车祸去世，你期待某天能利用你妻子生前的语音，生活经历训练出一款能复现你妻子生前，并拥有自我意识的机器人。某天你在去往工作的路上被反派科技公司的人抓住，他们同时抓住了你8岁的女儿，并要挟你研发一款新的凌驾于现有基础的一套机器人系统。你只能妥协，和你一同被抓的还有另外几位年轻的天才科学家，但随着不断研究，你发现反派们想利用你来优化他们的机器人技术发动叛乱，意图掌控世界格局。伱经日夜劳累身患重病，命不久矣，于是你留了一手，同时研制出了一个能干扰该机器人系统的计算机病毒，并将相关资料藏匿于一处据点，同时将自己的意识上传至你秘密研制的一款机器人中，并同时将此事秘密告知你的一位过命的朋友，安排一切后你便倒在了实验台前。
图一,总是一身休闲装，随性而不失品味，头发散乱但不潦草。思维发散，阳光幽默，对于喜欢的事有无限的热情和冒险精神。小事上可能会马虎，但大事上绝对不会犯错。对于一个问题的讨论，总是有让人意想不到的看待角度，他相信生活就是一场冒险，而他正是这场冒险的不可或缺的一部分。
